@MapData  1, 1, 3696, 10656, ../Image/Map2.png
@Back
0, 
@Fore
-1, 
@MapLine  123
    4,10488,      432,10484,    -0.00935,-0.99996
  735,10181,      735,10497,    1.00000,-0.00000
  736,10496,     3534,10495,    -0.00036,-1.00000
 3532,10496,     3532, 9040,    -1.00000,-0.00000
 3532, 9040,     1526, 9039,    -0.00050,1.00000
 1528, 9040,      576, 9040,    0.00000,1.00000
  576, 9040,      572, 8864,    -0.99974,0.02272
 1446, 8864,     3292, 8868,    0.00217,-1.00000
  572, 8864,     1448, 8864,    0.00000,-1.00000
 3288, 8868,     3536, 8868,    0.00000,-1.00000
 3536, 7620,     3540, 7408,    -0.99982,-0.01886
 3536, 8864,     3536, 7408,    -1.00000,-0.00000
 3536, 7408,     1660, 7408,    0.00000,1.00000
 1664, 7404,      568, 7404,    0.00000,1.00000
  568, 7404,      568, 7232,    -1.00000,-0.00000
  583, 7232,     1679, 7232,    0.00000,-1.00000
 1681, 7240,     1680, 6096,    -1.00000,0.00087
 1680, 6100,     1680, 5552,    -1.00000,-0.00000
 1680, 5552,     2304, 5552,    0.00000,-1.00000
 2304, 6273,     2304, 7228,    1.00000,-0.00000
 2304, 5552,     2304, 6280,    1.00000,-0.00000
 2304, 7228,     3336, 7232,    0.00388,-0.99999
 3332, 7232,     3536, 7236,    0.01960,-0.99981
 3536, 7236,     3536, 6672,    -1.00000,-0.00000
 3536, 6672,     3536, 6144,    -1.00000,-0.00000
 3536, 6144,     3536, 4096,    -1.00000,-0.00000
 3536, 4096,     2604, 4096,    0.00000,1.00000
 2604, 4096,     1748, 4096,    0.00000,1.00000
 1752, 4092,      568, 4092,    0.00000,1.00000
  568, 4092,      568, 3920,    -1.00000,-0.00000
  568, 3920,     1248, 3920,    0.00000,-1.00000
 1248, 3920,     1248, 4032,    1.00000,-0.00000
 1248, 4032,     1680, 4032,    0.00000,-1.00000
 1680, 4032,     1680, 3916,    -1.00000,-0.00000
 1680, 3916,     2444, 3916,    0.00000,-1.00000
 2444, 3916,     2444, 4032,    1.00000,-0.00000
 2444, 4032,     2880, 4032,    0.00000,-1.00000
 2880, 4032,     2880, 3920,    -1.00000,-0.00000
 2880, 3924,     3537, 3922,    -0.00304,-1.00000
 3540, 3924,     3540, 2460,    -1.00000,-0.00000
 3540, 2460,     2776, 2460,    0.00000,1.00000
 2776, 2460,     2776, 2292,    -1.00000,-0.00000
 2776, 2292,     3544, 2296,    0.00521,-0.99999
 3541, 2295,     3540,  828,    -1.00000,0.00068
 3540,  828,     1820,  828,    0.00000,1.00000
 1820,  824,     1820,  656,    -1.00000,-0.00000
 1820,  656,     2112,  656,    0.00000,-1.00000
 2112,  656,     2112,  768,    1.00000,-0.00000
 2112,  768,     2400,  768,    0.00000,-1.00000
 2400,  768,     2400,  656,    -1.00000,-0.00000
 2400,  656,     3540,  656,    0.00000,-1.00000
 3540,  656,     3540,  108,    -1.00000,-0.00000
 3536,  112,      552,  108,    -0.00134,1.00000
  552,  108,      156,  108,    0.00000,1.00000
  156,  108,      156, 1472,    1.00000,-0.00000
  156, 1472,     3124, 1476,    0.00135,-1.00000
 3124, 1472,     3124, 1644,    1.00000,-0.00000
 3124, 1644,      356, 1644,    0.00000,1.00000
  356, 1644,      156, 1644,    0.00000,1.00000
  156, 1644,      156, 3104,    1.00000,-0.00000
  156, 3104,      724, 3100,    -0.00704,-0.99998
  724, 3100,      724, 3276,    1.00000,-0.00000
  724, 3276,      156, 3276,    0.00000,1.00000
  156, 3276,      156, 4732,    1.00000,-0.00000
  156, 4736,     1120, 4736,    0.00000,-1.00000
 1120, 4736,     2232, 4740,    0.00360,-0.99999
 2232, 4740,     3076, 4740,    0.00000,-1.00000
 3076, 4740,     3076, 6588,    1.00000,-0.00000
 3076, 6588,     2872, 6588,    0.00000,1.00000
 2872, 6588,     2872, 6036,    -1.00000,-0.00000
 2872, 6036,     2876, 5616,    -0.99995,-0.00952
 2872, 5616,     2872, 5156,    -1.00000,-0.00000
 2872, 5156,     2872, 4912,    -1.00000,-0.00000
 2872, 4912,     1759, 4909,    -0.00270,1.00000
 1764, 4912,      968, 4908,    -0.00503,0.99999
  968, 4908,      968, 6204,    1.00000,-0.00000
  968, 6204,      968, 6592,    1.00000,-0.00000
  968, 6592,      160, 6592,    0.00000,1.00000
  160, 6592,      160, 8048,    1.00000,-0.00000
  160, 8048,      872, 8044,    -0.00562,-0.99998
  872, 8044,      872, 8224,    1.00000,-0.00000
  872, 8224,      156, 8224,    0.00000,1.00000
  156, 8224,      156, 9684,    1.00000,-0.00000
  156, 9684,     1056, 9684,    0.00000,-1.00000
 1056, 9684,     1056, 9792,    1.00000,-0.00000
 1056, 9792,     2300, 9792,    0.00000,-1.00000
 2300, 9792,     2300, 9680,    -1.00000,-0.00000
 2300, 9680,     3128, 9680,    0.00000,-1.00000
 3128, 9680,     3128, 9852,    1.00000,-0.00000
 3128, 9852,     2028, 9852,    0.00000,1.00000
 2028, 9852,     1132, 9852,    0.00000,1.00000
 1132, 9852,       32, 9852,    0.00000,1.00000
   32, 9852,        4, 9852,    0.00000,1.00000
    4, 9852,        4,10488,    1.00000,-0.00000
 2584, 8048,     3128, 8048,    0.00000,-1.00000
 3128, 8048,     3128, 8224,    1.00000,-0.00000
 3128, 8224,     2584, 8224,    0.00000,1.00000
 2584, 8224,     2584, 8048,    -1.00000,-0.00000
 1340, 8048,     2120, 8048,    0.00000,-1.00000
 2120, 8048,     2120, 8220,    1.00000,-0.00000
 2120, 8220,     1336, 8224,    0.00510,0.99999
 1336, 8224,     1336, 8048,    -1.00000,-0.00000
 1048, 3104,     3120, 3104,    0.00000,-1.00000
 3120, 3104,     3120, 3280,    1.00000,-0.00000
 3120, 3280,     1048, 3276,    -0.00193,1.00000
 1048, 3276,     1048, 3104,    -1.00000,-0.00000
  568, 2288,     1016, 2288,    0.00000,-1.00000
 1016, 2288,     1016, 2464,    1.00000,-0.00000
 1016, 2464,      568, 2464,    0.00000,1.00000
  568, 2464,      568, 2288,    -1.00000,-0.00000
 1576, 2288,     2168, 2288,    0.00000,-1.00000
 2168, 2288,     2168, 2464,    1.00000,-0.00000
 2168, 2464,     1576, 2464,    0.00000,1.00000
 1576, 2464,     1576, 2288,    -1.00000,-0.00000
  568,  656,      816,  656,    0.00000,-1.00000
  816,  656,      816,  768,    1.00000,-0.00000
  816,  768,     1104,  768,    0.00000,-1.00000
 1104,  768,     1104,  656,    -1.00000,-0.00000
 1104,  656,     1444,  656,    0.00000,-1.00000
 1444,  656,     1444,  832,    1.00000,-0.00000
 1444,  832,      568,  832,    0.00000,1.00000
  568,  832,      568,  656,    -1.00000,-0.00000
  431,10485,      735,10189,    -0.69762,-0.71647
@EvtMap  129
  433,10441,     2, 200, 0
   44,10442,     1, 0, 0
   45,10442,     2, 20, 0
 3065,  567,     2, 40, 0
 1464,10191,     3, 4, 0
 1875,10050,     3, 4, 0
 2243,10347,     3, 4, 0
 3489,10035,     3, 8, 3
 3489,10213,     3, 8, 3
 2537, 9273,     3, 2, 0
  741, 9244,     3, 2, 0
  920, 8816,     3, 8, 0
 1231, 8816,     3, 8, 0
 2220, 8815,     3, 8, 0
 2464, 8815,     3, 8, 0
 1884, 8508,     3, 2, 0
 2999, 8311,     3, 2, 0
 2685, 7563,     3, 4, 0
 2867, 7730,     3, 4, 0
 1988, 7829,     3, 4, 0
 1463, 7946,     3, 4, 0
  690, 7770,     3, 4, 0
 1629, 6477,     3, 8, 3
  969, 6075,     3, 8, 2
 1632, 5678,     3, 8, 3
 2304, 5605,     3, 8, 2
 2823, 5956,     3, 8, 3
 2305, 6310,     3, 8, 2
 2493, 4333,     3, 2, 0
 2033, 4225,     3, 2, 0
  990, 4264,     3, 2, 0
  570, 4534,     3, 2, 0
  919, 3542,     3, 2, 0
 2073, 3701,     3, 2, 0
 2969, 3505,     3, 2, 0
 1806, 2626,     3, 2, 0
 1061, 1048,     3, 2, 0
 2397, 1035,     3, 2, 0
 2536, 2740,     3, 4, 0
 2306, 2591,     3, 4, 0
 1117, 2689,     3, 4, 0
 1377, 2402,     3, 4, 0
 1942, 1116,     3, 4, 0
  660, 1237,     3, 4, 0
 1270,10026,     2, 10, 0
 1381, 9975,     2, 10, 0
 1494, 9940,     2, 10, 0
 1718,10195,     2, 10, 0
 1806,10262,     2, 10, 0
 1926,10297,     2, 10, 0
 3002,10096,     2, 10, 0
 3132,10019,     2, 10, 0
 3241, 9920,     2, 10, 0
 3266, 9748,     2, 10, 0
 3242, 9584,     2, 10, 0
 3140, 9486,     2, 10, 0
 3022, 9408,     2, 10, 0
 1384, 9420,     2, 10, 0
 1694, 9299,     2, 10, 0
 2003, 9412,     2, 10, 0
 3108, 8432,     2, 10, 0
 3170, 8287,     2, 10, 0
 3224, 8118,     2, 10, 0
